P3-T0F4,R/B-21 FIXED QUANTITY EXCHANGE COUNTER(TIP FORMING ON),,
P3-T12A,CONFIRMATION END OF CYCLE R/B11,,
P3-T022,MANUAL ACTION SW3- CYCLE TIME MEASUREMENT,,
P3-T0A2,R/B-3 FIXED QUANTITY EXCHANGE COUNTER(TIP FORMING OFF),,
P3-T008,MANUAL1/3 SELECT B1 CYCLE TIME MEASUREMENT,,
P1-T050,POWER PANEL POWER ON,,
P1-T1E2,RMT FAN1 ALARM,,
P1-T0E2,1ST INVERTER OVERLOAD,,
P1-T062,1ST UP END,,
P1-T1B5,1ST LIFTER RESTART OK,,
P1-T02F,LIGHT CURTAIN FAULT RESET DELAY TO M/C TACK,,
P1-T023,4ST STOP,,
P2-T102,EDC Custom Code 2 Delay,,
P3-T025,MANUAL ACTION SW6- CYCLE TIME MEASUREMENT,,
P3-T0A3,R/B-4 FIXED QUANTITY EXCHANGE COUNTER(TIP FORMING OFF),,
P3-T136,CONFIRMATION END OF CYCLE R/B23,,
P3-T0AF,R/B-16 FIXED QUANTITY EXCHANGE COUNTER(TIP FORMING OFF),,
P3-T128,CONFIRMATION END OF CYCLE R/B9,,
P3-T070,MANUAL ACTION SW65- CYCLE TIME MEASUREMENT,,
P3-T06A,MANUAL ACTION SW59- CYCLE TIME MEASUREMENT,,
P3-T083,RETURN OUTPUT EXTENSION,,
P3-T062,MANUAL ACTION SW51- CYCLE TIME MEASUREMENT,,
P3-T0E0,R/B-1 FIXED QUANTITY EXCHANGE COUNTER(TIP FORMING ON),,
P3-T151,STANDBY MODE OFF DELAY,,
P3-T042,MANUAL ACTION SW27- CYCLE TIME MEASUREMENT,,
P3-T0EE,R/B-15 FIXED QUANTITY EXCHANGE COUNTER(TIP FORMING ON),,
P3-T12B,CONFIRMATION END OF CYCLE R/B12,,
P3-T0F7,R/B-24 FIXED QUANTITY EXCHANGE COUNTER(TIP FORMING ON),,
P1-T051,CPU RUN,,
P1-T1E1,CPU FAN2 ALARM,,
P1-T022,3ST STOP,,
P1-T0E3,1ST CONVEYOR CYCLE OVER,,
P1-T0F3,5ST CONVEYOR CYCLE OVER,,
P1-T061,1ST PALLET UNLOCK END,,
P3-T135,CONFIRMATION END OF CYCLE R/B22,,
P3-T0A4,R/B-5 FIXED QUANTITY EXCHANGE COUNTER(TIP FORMING OFF),,
P3-T129,CONFIRMATION END OF CYCLE R/B10,,
P3-T071,MANUAL ACTION SW66- CYCLE TIME MEASUREMENT,,
P3-T082,ADVANCE OUTPUT EXTENSION,,
P3-T150,STANDBY MODE ON DELAY,,
P3-T041,MANUAL ACTION SW26- CYCLE TIME MEASUREMENT,,
P3-T0E1,R/B-2 FIXED QUANTITY EXCHANGE COUNTER(TIP FORMING ON),,
P3-T0FC,R/B-29 FIXED QUANTITY EXCHANGE COUNTER(TIP FORMING ON),,
P3-T142,RETURN OUTPUT EXTENSION,,
P3-T0B1,R/B-18 FIXED QUANTITY EXCHANGE COUNTER(TIP FORMING OFF),,
P3-T0EF,R/B-16 FIXED QUANTITY EXCHANGE COUNTER(TIP FORMING ON),,
P3-T0F6,R/B-23 FIXED QUANTITY EXCHANGE COUNTER(TIP FORMING ON),,
P3-T12C,CONFIRMATION END OF CYCLE R/B13,,
P3-T024,MANUAL ACTION SW5- CYCLE TIME MEASUREMENT,,
P1-T1E0,CPU FAN1 ALARM,,
P1-T021,2ST STOP,,
P1-T0F2,5ST INVERTER OVERLOAD,,
P1-T0E0,1ST PALLET LOCK LS FAULT,,
P1-T060,1ST PALLET LOCK END,,
P3-T027,MANUAL ACTION SW8- CYCLE TIME MEASUREMENT,,
P3-T0A5,R/B-6 FIXED QUANTITY EXCHANGE COUNTER(TIP FORMING OFF),,
P3-T081,DELAY FOR AGING START (HOLD DOWN FOR 3 sec.),,
P3-T040,MANUAL ACTION SW25- CYCLE TIME MEASUREMENT,,
P3-T06C,MANUAL ACTION SW61- CYCLE TIME MEASUREMENT,,
P3-T0F1,R/B-18 FIXED QUANTITY EXCHANGE COUNTER(TIP FORMING ON),,
P3-T0FB,R/B-28 FIXED QUANTITY EXCHANGE COUNTER(TIP FORMING ON),,
P3-T1F0,COUNT PULSE,,
P3-T0E2,R/B-3 FIXED QUANTITY EXCHANGE COUNTER(TIP FORMING ON),,
P3-T076,MANUAL ACTION SW71- CYCLE TIME MEASUREMENT,,
P3-T0B0,R/B-17 FIXED QUANTITY EXCHANGE COUNTER(TIP FORMING OFF),,
P3-T143,EX.CAR TYPE INTERCHANGE CONFIRMATION,,
P3-T134,CONFIRMATION END OF CYCLE R/B21,,
P1-T020,1ST STOP,,
P1-T0E1,1ST LIFTER LS FAULT,,
P1-T0F1,5ST LIFTER LS FAULT,,
P3-T026,MANUAL ACTION SW7- CYCLE TIME MEASUREMENT,,
P3-T0A6,R/B-7 FIXED QUANTITY EXCHANGE COUNTER(TIP FORMING OFF),,
P3-T080,WAIT SN-I/F OK,,
P3-T08C,CLOSE DELAY DEFAULT POPUP,,
P3-T06B,MANUAL ACTION SW60- CYCLE TIME MEASUREMENT,,
P3-T0F0,R/B-17 FIXED QUANTITY EXCHANGE COUNTER(TIP FORMING ON),,
P3-T140,EX MODEL CODE SETTING OUTPUT DELAY,,
P3-T0E3,R/B-4 FIXED QUANTITY EXCHANGE COUNTER(TIP FORMING ON),,
P3-T077,MANUAL ACTION SW72- CYCLE TIME MEASUREMENT,,
P3-T04F,MANUAL ACTION SW40- CYCLE TIME MEASUREMENT,,
P3-T133,CONFIRMATION END OF CYCLE R/B20,,
P3-T0B3,R/B-20 FIXED QUANTITY EXCHANGE COUNTER(TIP FORMING OFF),,
P1-T02B,8ST STOP,,
P1-T0F0,5ST PALLET LOCK LS FAULT,,
P1-T070,5ST PALLET LOCK END,,
P3-T124,CONFIRMATION END OF CYCLE R/B5,,
P3-T029,MANUAL ACTION SW10- CYCLE TIME MEASUREMENT,,
P3-T0A7,R/B-8 FIXED QUANTITY EXCHANGE COUNTER(TIP FORMING OFF),,
P3-T08B,CLOSE DELAY ALLOTMENT SELLECT,,
P3-T0EA,R/B-11 FIXED QUANTITY EXCHANGE COUNTER(TIP FORMING ON),,
P3-T074,MANUAL ACTION SW69- CYCLE TIME MEASUREMENT,,
P3-T0F3,R/B-20 FIXED QUANTITY EXCHANGE COUNTER(TIP FORMING ON),,
P3-T141,ADVANCE OUTPUT EXTENSION,,
P3-T04E,MANUAL ACTION SW39- CYCLE TIME MEASUREMENT,,
P3-T132,CONFIRMATION END OF CYCLE R/B19,,
P3-T0B2,R/B-19 FIXED QUANTITY EXCHANGE COUNTER(TIP FORMING OFF),,
P3-T003,MANUAL1/3 SELECT A4 CYCLE TIME MEASUREMENT,,
P3-T087,COMMUNICATION NORMAL MEMORY,,
P1-T02A,7ST STOP,,
P1-T071,5ST PALLET UNLOCK END,,
P1-T1C5,5ST LIFTER RESTART OK,,
P3-T13F,CONFIRMATION END OF CYCLE R/B32,,
P3-T0B5,R/B-22 FIXED QUANTITY EXCHANGE COUNTER(TIP FORMING OFF),,
P3-T125,CONFIRMATION END OF CYCLE R/B6,,
P3-T028,MANUAL ACTION SW9- CYCLE TIME MEASUREMENT,,
P3-T090,SUPPRESS ALARM REPEATING OCCURRENCE AND RESTORATION,,
P3-T08A,POPUP CLOSE DELAY,,
P3-T0EB,R/B-12 FIXED QUANTITY EXCHANGE COUNTER(TIP FORMING ON),,
P3-T0F2,R/B-19 FIXED QUANTITY EXCHANGE COUNTER(TIP FORMING ON),,
P3-T1E0,OUT PUT FAULT RESET,,
P3-T075,MANUAL ACTION SW70- CYCLE TIME MEASUREMENT,,
P3-T086,MODEL CODE 1 SETTING OUTPUT DELAY,,
P3-T04D,MANUAL ACTION SW38- CYCLE TIME MEASUREMENT,,
P3-T131,CONFIRMATION END OF CYCLE R/B18,,
P3-T002,MANUAL1/3 SELECT A3 CYCLE TIME MEASUREMENT,,
P3-T00C,MANUAL1/3 SELECT B5 CYCLE TIME MEASUREMENT,,
P1-T072,5ST UP END,,
P1-T1C4,5ST LIFTER DOWN OFF,,
P3-T069,MANUAL ACTION SW58- CYCLE TIME MEASUREMENT,,
P3-T0B4,R/B-21 FIXED QUANTITY EXCHANGE COUNTER(TIP FORMING OFF),,
P3-T126,CONFIRMATION END OF CYCLE R/B7,,
P3-T0A8,R/B-9 FIXED QUANTITY EXCHANGE COUNTER(TIP FORMING OFF),,
P3-T091,PROGRAM SELECTING DELAY,,
P3-T085,RETURN OUTPUT EXTENSION,,
P3-T04C,MANUAL ACTION SW37- CYCLE TIME MEASUREMENT,,
P3-T0EC,R/B-13 FIXED QUANTITY EXCHANGE COUNTER(TIP FORMING ON),,
P3-T130,CONFIRMATION END OF CYCLE R/B17,,
P3-T0BA,R/B-27 FIXED QUANTITY EXCHANGE COUNTER(TIP FORMING OFF),,
P3-T100,SFC-TOTAL FAULT DISPLAY CHANGE ON DELAY TIMER,,
P3-T13E,CONFIRMATION END OF CYCLE R/B31,,
P3-T001,MANUAL1/3 SELECT A2 CYCLE TIME MEASUREMENT,,
P3-T00B,MANUAL1/3 SELECT B4 CYCLE TIME MEASUREMENT,,
P1-T0DF,EXCESSIVE WAIT TIME FOR VISION CONF,,
P1-T1C7,5ST PALLET COMING UP DETECT,,
P1-T073,5ST DOWN END,,
P1-T100,OPERATION BOX SELECTION(CONTROL PANEL),,
P3-T0B7,R/B-24 FIXED QUANTITY EXCHANGE COUNTER(TIP FORMING OFF),,
P3-T127,CONFIRMATION END OF CYCLE R/B8,,
P3-T0A9,R/B-10 FIXED QUANTITY EXCHANGE COUNTER(TIP FORMING OFF),,
P3-T092,OUTER INPUT RESET PULSE WIDTH 100mS,,
P3-T084,ADVANCE OUTPUT EXTENSION,,
P3-T04B,MANUAL ACTION SW36- CYCLE TIME MEASUREMENT,,
P3-T13D,CONFIRMATION END OF CYCLE R/B30,,
P3-T068,MANUAL ACTION SW57- CYCLE TIME MEASUREMENT,,
P3-T000,MANUAL1/3 SELECT A1 CYCLE TIME MEASUREMENT,,
P3-T00A,MANUAL1/3 SELECT B3 CYCLE TIME MEASUREMENT,,
P1-T0F4,5ST PALETTE CYCLE OVER,,
P1-T1C6,5ST INVERTER STOP,,
P1-T101,OPERATION BOX SELECTION(SUB STARTING BOX),,
P3-L38B,MACHINING COMPLETED PL (ROBOT) AM-12,,
P3-L481,P3-L2 COMMUNICATION ALARM PL,,
P3-L580,P1 PROGRAM SELECTED,,
P3-L592,DEVICE SELECTION (L),,
P3-L719,TIP EXCHANGE MANU. -2,,
P3-L3EA,STANDARD POSITION PL (ROBOT) AM-11,,
P3-L0F6,CHANGE SCREEN a3,,
P3-L364,HOME POSITION PL (ROBOT) AM-5,,
P3-L397,MACHINING COMPLETED PL (ROBOT) AM-24,,
P3-L277,EX CAR TYPE SWITCHING PL ,,
P3-L2EE,ALARM PL (ROBOT) AM-15,,
P3-L33D,ROBOT MASTER ON PL (ROBOT) AM-30,,
P3-L4C1,WELD TIMER 2-COMM. DISCONNECT SITUATION,,
P3-L0A4,WRITE DATA SELECTING PL2,,
P3-L0AE,WRITE DATA SELECTING PL12,,
P3-L3F6,STANDARD POSITION PL (ROBOT) AM-23,,
P3-L466,P1-L7 COMMUNICATION ALARM PL,,
P3-L313,AUTO PL (ROBOT) AM-20,,
P3-L31D,AUTO PL (ROBOT) AM-30,,
P3-L3BD,FAILURE PL (ROBOT) AM-30,,
P3-L2AE,R/B-15 TIP FORMING ON,,
P3-L600,PERIODIC EXCHANGE ROBOT DESIGNATION PL,,
P3-L3B5,FAILURE PL (ROBOT) AM-22,,
P3-L733,SELECTING ROBOT PL(PROCESS) 3ST-4 / PERIODIC TIME -4 PL,,
P3-L09A,WRITE NORMAL PL,,
P3-L349,ROBOT AUTO RUNNING PL (ROBOT) AM-10,,
P3-L3C7,FAULT PL (ROBOT) AM-8,,
P3-L437,FAULT F8 PL,,
P3-L4BF,BETWEEN PRODUCTION 5-COMM. DISCONNECT SITUATION,,
P3-L723,SELECTING ROBOT PL(PROCESS) 1ST-4,,
P3-L339,ROBOT MASTER ON PL (ROBOT) AM-26,,
P3-L504,OPERATION MODE PB5,,
P3-L5D7,TIP CHANGE TIME-8,,
P3-L070,MATEHAN INTERLOCK 2/2 STATE PL,,
P3-L2A8,R/B-9 TIP FORMING ON,,
P3-L72F,SELECTING ROBOT PL(PROCESS) 2ST-8,,
P3-L5A6,DEVICE SELECTION (GX/Y),,
P3-L270,TERMINAL1 PL,,
P3-L380,MACHINING COMPLETED PL (ROBOT) AM-1,,
P3-L0F1,PCS ERR 2,,
P3-L480,P3-L1 COMMUNICATION ALARM PL,,
P3-L38C,MACHINING COMPLETED PL (ROBOT) AM-13,,
P3-L718,TIP EXCHANGE MANU. -1,,
P3-L581,P2 PROGRAM SELECTED,,
P3-L1C0,MANUAL (3/3) RIGHT END PL,,
P3-L2D0,FAULT PL (STEP UP COM.),,
P3-L37E,HOME POSITION PL (ROBOT) AM-31,,
P3-L396,MACHINING COMPLETED PL (ROBOT) AM-23,,
P3-L0BC,WRITE DATA SELECTING PL26,,
P3-L32A,ROBOT MASTER ON PL (ROBOT) AM-11,,
P3-L46D,P1-L6 COMMUNICATION ALARM PL,,
P3-L595,DEVICE SELECTION (D),,
P3-L365,HOME POSITION PL (ROBOT) AM-6,,
P3-L2AB,R/B-12 TIP FORMING ON,,
P3-L30A,AUTO PL (ROBOT) AM-11,,
P3-L3DD,FAULT PL (ROBOT) AM-30,,
P3-L443,PROCESS SELECTING STATE ST-4 PL,,
P3-L4BA,PALLET-COMMUNICATION DISCONNECT SITUATION,,
P3-L312,AUTO PL (ROBOT) AM-19,,
P3-L3B2,FAILURE PL (ROBOT) AM-19,,
P3-L0A5,WRITE DATA SELECTING PL3,,
P3-L0AF,WRITE DATA SELECTING PL13,,
P3-L3F7,STANDARD POSITION PL (ROBOT) AM-24,,
P3-L434,FAULT F5 PL,,
P3-L720,SELECTING ROBOT PL(PROCESS) 1ST-1,,
P3-L3BE,FAILURE PL (ROBOT) AM-31,,
P3-L3E7,STANDARD POSITION PL (ROBOT) AM-8,,
P3-L5D4,TIP CHANGE TIME-5,,
P3-L732,SELECTING ROBOT PL(PROCESS) 3ST-3 / PERIODIC TIME -3 PL,,
P3-L3C6,FAULT PL (ROBOT) AM-7,,
P3-L338,ROBOT MASTER ON PL (ROBOT) AM-25,,
P3-L3D8,FAULT PL (ROBOT) AM-25,,
P3-L4C6,WELD TIMER 7-COMM. DISCONNECT SITUATION,,
